TABLE_NAME,COLUMN_NAME,DATA_TYPE,CHARACTER_MAX_LENGTH,NUMERIC_PRECISION,NUMERIC_SCALE,IS_NULLABLE,COLUMN_DEFAULT,EXTRA,IS_PRIMARY_KEY,IS_UNIQUE,FK_REFERENCED_TABLE,FK_REFERENCED_COLUMN,UPDATE_RULE,DELETE_RULE,INDEX_NAME,NON_UNIQUE,INDEX_TYPE,SEQ_IN_INDEX
bank_reconciliation,statement_date,date,NULL,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_account_date,1,BTREE,2
bank_reconciliation,statement_balance,decimal,NULL,18,2,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_reconciliation,book_balance,decimal,NULL,18,2,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_reconciliation,reconciled_balance,decimal,NULL,18,2,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_reconciliation,status,enum,10,NULL,NULL,YES,'DRAFT',,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_reconciliation,reconciled_at,timestamp,NULL,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_reconciliation,reconciled_by,varchar,100,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_reconciliation,created_at,timestamp,NULL,NULL,NULL,YES,current_timestamp(),,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_reconciliation_items,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
bank_reconciliation_items,reconciliation_id,int,NULL,10,0,NO,NULL,,NO,NO,bank_reconciliation,id,RESTRICT,CASCADE,idx_reconciliation,1,BTREE,1
bank_reconciliation_items,journal_line_id,int,NULL,10,0,YES,NULL,,NO,NO,journal_lines,id,CASCADE,RESTRICT,idx_journal_line,1,BTREE,1
bank_reconciliation_items,transaction_date,date,NULL,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_reconciliation_items,description,varchar,255,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_reconciliation_items,amount,decimal,NULL,18,2,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_reconciliation_items,type,enum,22,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_reconciliation_items,is_reconciled,tinyint,NULL,3,0,YES,0,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_reconciliation_items,created_at,timestamp,NULL,NULL,NULL,YES,current_timestamp(),,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_statements,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
bank_statements,account_code,varchar,20,NULL,NULL,NO,NULL,,NO,YES,NULL,NULL,NULL,NULL,idx_account_date,1,BTREE,1
bank_statements,account_code,varchar,20,NULL,NULL,NO,NULL,,NO,YES,NULL,NULL,NULL,NULL,unique_statement,0,BTREE,1
bank_statements,statement_date,date,NULL,NULL,NULL,NO,NULL,,NO,YES,NULL,NULL,NULL,NULL,idx_account_date,1,BTREE,2
bank_statements,statement_date,date,NULL,NULL,NULL,NO,NULL,,NO,YES,NULL,NULL,NULL,NULL,unique_statement,0,BTREE,2
bank_statements,opening_balance,decimal,NULL,15,2,YES,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_statements,closing_balance,decimal,NULL,15,2,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_statements,total_credits,decimal,NULL,15,2,YES,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_statements,total_debits,decimal,NULL,15,2,YES,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_statements,status,enum,10,NULL,NULL,YES,'pending',,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_statements,created_at,timestamp,NULL,NULL,NULL,YES,current_timestamp(),,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_statement_lines,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
bank_statement_lines,statement_id,int,NULL,10,0,NO,NULL,,NO,NO,bank_statements,id,RESTRICT,CASCADE,idx_stmt_date,1,BTREE,1
bank_statement_lines,transaction_date,date,NULL,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_stmt_date,1,BTREE,2
bank_statement_lines,description,varchar,255,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_statement_lines,debit_amount,decimal,NULL,15,2,YES,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_statement_lines,credit_amount,decimal,NULL,15,2,YES,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_statement_lines,balance,decimal,NULL,15,2,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_statement_lines,reference_no,varchar,100,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
bank_statement_lines,is_reconciled,tinyint,NULL,3,0,YES,0,,NO,NO,NULL,NULL,NULL,NULL,idx_reconciled,1,BTREE,1
bank_statement_lines,journal_entry_id,int,NULL,10,0,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_journal,1,BTREE,1
bank_statement_lines,created_at,timestamp,NULL,NULL,NULL,YES,current_timestamp(),,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
financial_periods,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
financial_periods,period_name,varchar,50,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
financial_periods,start_date,date,NULL,NULL,NULL,NO,NULL,,NO,YES,NULL,NULL,NULL,NULL,idx_dates,1,BTREE,1
financial_periods,start_date,date,NULL,NULL,NULL,NO,NULL,,NO,YES,NULL,NULL,NULL,NULL,unique_period,0,BTREE,1
financial_periods,end_date,date,NULL,NULL,NULL,NO,NULL,,NO,YES,NULL,NULL,NULL,NULL,idx_dates,1,BTREE,2
financial_periods,end_date,date,NULL,NULL,NULL,NO,NULL,,NO,YES,NULL,NULL,NULL,NULL,unique_period,0,BTREE,2
financial_periods,is_active,tinyint,NULL,3,0,YES,1,,NO,NO,NULL,NULL,NULL,NULL,idx_active,1,BTREE,1
financial_periods,is_closed,tinyint,NULL,3,0,YES,0,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
financial_periods,created_at,timestamp,NULL,NULL,NULL,YES,current_timestamp(),,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gst_hsn_rates,hsn,varchar,10,NULL,NULL,NO,NULL,,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
gst_hsn_rates,gst_rate,decimal,NULL,5,2,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gst_rates,id,tinyint,NULL,3,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
gst_rates,cgst,decimal,NULL,5,2,NO,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gst_rates,sgst,decimal,NULL,5,2,NO,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gst_rates,igst,decimal,NULL,5,2,NO,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gst_rates,total_rate,decimal,NULL,5,2,YES,NULL,STORED GENERATED,NO,NO,NULL,NULL,NULL,NULL,idx_gst_rates_total,1,BTREE,1
gst_rate_rules,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
gst_rate_rules,priority,int,NULL,10,0,NO,100,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gst_rate_rules,hsn_chapter,varchar,4,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_gst_rules_hsn,1,BTREE,1
gst_rate_rules,hsn_chapter,varchar,4,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_rules_range,1,BTREE,1
gst_rate_rules,hsn_start,varchar,10,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_rules_range,1,BTREE,2
gst_rate_rules,hsn_end,varchar,10,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_rules_range,1,BTREE,3
gst_rate_rules,description,varchar,255,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gst_rate_rules,condition_type,enum,18,NULL,NULL,NO,'NONE',,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gst_rate_rules,threshold_value,decimal,NULL,10,2,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gst_rate_rules,intra_rate_percent,decimal,NULL,5,2,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gst_rate_rules,inter_rate_percent,decimal,NULL,5,2,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
gst_rate_rules,effective_from,date,NULL,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_gst_rules_effective,1,BTREE,1
gst_rate_rules,effective_from,date,NULL,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_rules_eff,1,BTREE,1
gst_rate_rules,effective_to,date,NULL,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_gst_rules_effective,1,BTREE,2
gst_rate_rules,effective_to,date,NULL,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_rules_eff,1,BTREE,2
gst_rate_rules,notification_ref,varchar,128,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
inventory_movements,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
inventory_movements,item_id,int,NULL,10,0,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_item_date,1,BTREE,1
inventory_movements,movement_type,enum,10,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
inventory_movements,movement_date,date,NULL,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_item_date,1,BTREE,2
inventory_movements,qty,decimal,NULL,12,3,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
inventory_movements,unit_cost,decimal,NULL,12,4,NO,0.0000,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
inventory_movements,total_cost,decimal,NULL,15,2,NO,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
inventory_movements,source_type,varchar,50,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_source,1,BTREE,1
inventory_movements,source_id,int,NULL,10,0,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_source,1,BTREE,2
inventory_movements,notes,text,65535,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
inventory_movements,created_at,timestamp,NULL,NULL,NULL,YES,current_timestamp(),,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
inventory_valuations,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
inventory_valuations,item_id,int,NULL,10,0,NO,NULL,,NO,YES,NULL,NULL,NULL,NULL,idx_item_date,1,BTREE,1
inventory_valuations,item_id,int,NULL,10,0,NO,NULL,,NO,YES,NULL,NULL,NULL,NULL,unique_item_date,0,BTREE,1
inventory_valuations,valuation_date,date,NULL,NULL,NULL,NO,NULL,,NO,YES,NULL,NULL,NULL,NULL,idx_item_date,1,BTREE,2
inventory_valuations,valuation_date,date,NULL,NULL,NULL,NO,NULL,,NO,YES,NULL,NULL,NULL,NULL,unique_item_date,0,BTREE,2
inventory_valuations,qty_on_hand,decimal,NULL,12,3,NO,0.000,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
inventory_valuations,unit_cost,decimal,NULL,12,4,NO,0.0000,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
inventory_valuations,total_value,decimal,NULL,15,2,NO,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
inventory_valuations,valuation_method,enum,16,NULL,NULL,YES,'WEIGHTED_AVERAGE',,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
inventory_valuations,created_at,timestamp,NULL,NULL,NULL,YES,current_timestamp(),,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoices,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
invoices,party_id,int,NULL,10,0,NO,NULL,,NO,NO,parties,id,RESTRICT,RESTRICT,idx_invoice_party,1,BTREE,1
invoices,party_id,int,NULL,10,0,NO,NULL,,NO,NO,parties,id,RESTRICT,RESTRICT,idx_inv_party,1,BTREE,1
invoices,inv_type,enum,11,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_invoice_type,1,BTREE,1
invoices,inv_type,enum,11,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_inv_type,1,BTREE,1
invoices,series_code,varchar,20,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoices,seq_no,int,NULL,10,0,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoices,invoice_no,varchar,50,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_invoice_no,1,BTREE,1
invoices,external_sales_ref_no,varchar,100,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoices,external_supplier_invoice_no,varchar,100,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoices,invoice_date,date,NULL,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_invoice_date,1,BTREE,1
invoices,invoice_date,date,NULL,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_inv_date,1,BTREE,1
invoices,place_of_supply,varchar,50,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoices,reverse_charge,tinyint,NULL,3,0,YES,0,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoices,status,enum,9,NULL,NULL,YES,'draft',,NO,NO,NULL,NULL,NULL,NULL,idx_invoice_status,1,BTREE,1
invoices,itc_eligible,tinyint,NULL,3,0,NO,1,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoice_items,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
invoice_items,invoice_id,int,NULL,10,0,NO,NULL,,NO,NO,invoices,id,RESTRICT,CASCADE,idx_invoice_id,1,BTREE,1
invoice_items,invoice_id,int,NULL,10,0,NO,NULL,,NO,NO,invoices,id,RESTRICT,CASCADE,idx_item_invoice,1,BTREE,1
invoice_items,item_id,int,NULL,10,0,NO,NULL,,NO,NO,items,id,RESTRICT,RESTRICT,idx_item_id,1,BTREE,1
invoice_items,description,varchar,255,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,description,1,FULLTEXT,1
invoice_items,description,varchar,255,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,description_2,1,FULLTEXT,1
invoice_items,description,varchar,255,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_item_description,1,BTREE,1
invoice_items,description_en,varchar,255,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoice_items,hsn,varchar,10,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_item_hsn,1,BTREE,1
invoice_items,quantity,decimal,NULL,10,3,NO,1.000,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoice_items,rate,decimal,NULL,10,2,NO,0.00,,NO,NO,NULL,NULL,NULL,NULL,idx_item_rate,1,BTREE,1
invoice_items,discount_percent,decimal,NULL,5,2,NO,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoice_items,discount_amount,decimal,NULL,10,2,YES,NULL,STORED GENERATED,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoice_items,taxable_amount,decimal,NULL,10,2,YES,NULL,STORED GENERATED,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoice_items,cgst_rate,decimal,NULL,5,2,NO,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoice_items,sgst_rate,decimal,NULL,5,2,NO,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoice_items,igst_rate,decimal,NULL,5,2,NO,0.00,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoice_items,cgst_amount,decimal,NULL,10,2,YES,NULL,STORED GENERATED,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoice_items,sgst_amount,decimal,NULL,10,2,YES,NULL,STORED GENERATED,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoice_items,igst_amount,decimal,NULL,10,2,YES,NULL,STORED GENERATED,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoice_items,line_total,decimal,NULL,12,2,YES,NULL,STORED GENERATED,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoice_items,itc_eligible,tinyint,NULL,3,0,NO,1,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoice_items,is_prepackaged_labelled,tinyint,NULL,3,0,NO,0,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoice_series,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
invoice_series,inv_type,varchar,20,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoice_series,series_code,varchar,20,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoice_series,prefix,varchar,20,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoice_series,current_no,int,NULL,10,0,NO,0,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
invoice_series,is_active,tinyint,NULL,3,0,YES,1,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
inv_id_map,old_id,int,NULL,10,0,NO,NULL,,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
inv_id_map,new_id,int,NULL,10,0,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
items,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
items,canonical_name,varchar,255,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,ft_item_name,1,FULLTEXT,1
items,canonical_name,varchar,255,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_item_name,1,BTREE,1
items,hsn,varchar,10,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_item_hsn_code,1,BTREE,1
items,is_SSC_PAYABLE,tinyint,NULL,3,0,NO,0,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
items,is_active,tinyint,NULL,3,0,NO,1,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
items,is_prepackaged_labelled,tinyint,NULL,3,0,NO,0,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
items,track_cogs,tinyint,NULL,3,0,YES,1,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
items,inventory_account,varchar,20,NULL,NULL,YES,'1200',,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
items,cogs_account,varchar,20,NULL,NULL,YES,'5100',,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
journals,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
journals,voucher_no,varchar,64,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
journals,voucher_date,date,NULL,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
journals,narration,varchar,255,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
journals,created_at,timestamp,NULL,NULL,NULL,YES,current_timestamp(),,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
journal_entries,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
journal_entries,entry_date,date,NULL,NULL,NULL,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_company_date,1,BTREE,1
journal_entries,description,varchar,255,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
journal_entries,amount,decimal,NULL,12,2,NO,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
journal_entries,reference_no,varchar,100,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
journal_entries,notes,text,65535,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
journal_entries,source_type,varchar,50,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_journal_source,1,BTREE,1
journal_entries,source_id,int,NULL,10,0,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,idx_journal_source,1,BTREE,2
journal_entries,created_at,timestamp,NULL,NULL,NULL,YES,current_timestamp(),,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
journal_entries,updated_at,timestamp,NULL,NULL,NULL,YES,current_timestamp(),on update current_timestamp(),NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
journal_entries,created_by,varchar,100,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
journal_entries,source,varchar,50,NULL,NULL,YES,NULL,,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
journal_entries,status,varchar,20,NULL,NULL,YES,'posted',,NO,NO,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
journal_lines,id,int,NULL,10,0,NO,NULL,auto_increment,YES,NO,NULL,NULL,NULL,NULL,PRIMARY,0,BTREE,1
journal_lines,entry_id,int,NULL,10,0,NO,NULL,,NO,NO,journal_entries,id,RESTRICT,CASCADE,journal_id,1,BTREE,1
journal_lines,entry_id,int,NULL,10,0,NO,NULL,,NO,NO,journal_entries,id,RESTRICT,CASCADE,journal_id,1,BTREE,1
